MasterFile,Mode,Disadvantaged_Com_ID,CollisionDate,CollisionTime,ParkingLotIndicator,IntersectionWith_Indicator_,Milepoint,NumberInjured,NumberKilled,ofUnits,ofMotorVeh,Hit_RunIndicator,OneWayIndicator,InCityLimitsIndicator,Latitude,Longitude,MannerofCollisionCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,FirstAidSceneIndicator,TimeNotified,TimeArrived,MedianCros,YR,KABCO,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Roadway Departure,Median Cross-over
72415695,Motor Vehicle,DAC,20191003,1526,N,Y,0.101,0,0,2,2,N,N,Y,37.61524,-84.77159,2,2,6,1,1,2,2,N,1526,1536,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72416258,Motor Vehicle,DAC,20191003,2216,N,Y,3.457,0,0,2,2,N,N,Y,37.61762,-84.77445,4,2,6,1,1,2,5,N,2216,2217,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72416400,Motor Vehicle,DAC,20191004,1800,N,N,3.621,0,0,2,2,N,N,Y,37.61995,-84.77459,1,4,6,1,1,2,2,N,1803,1810,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72416885,Motor Vehicle,DAC,20191006,1251,N,Y,0.204,0,0,2,2,N,N,Y,37.61675,-84.77077,1,1,5,1,5,6,2,N,1252,1257,N,2019,O,0,0,1,1,0,0,1,1,0,0,0,0
72416901,Motorcyclist,Non DAC,20191006,1522,N,Y,1.446,1,0,1,1,N,N,Y,37.67721,-84.76452,9,2,3,1,5,6,2,Y,1523,1526,N,2019,B,1,0,0,0,0,0,0,0,0,0,0,0
72417299,Motor Vehicle,Non DAC,20191007,955,N,Y,3.188,0,0,2,2,N,N,Y,37.6485,-84.80283,5,6,6,1,5,6,2,N,955,1000,N,2019,O,0,1,0,0,0,0,1,0,0,0,0,0
72417485,Motor Vehicle,Non DAC,20191007,714,N,Y,8.212,0,0,2,2,N,N,Y,37.67723,-84.79109,5,5,6,1,5,6,1,N,716,722,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72417486,Motor Vehicle,DAC,20191006,1302,N,N,0.089,0,0,2,2,N,N,Y,37.61748,-84.77608,5,4,6,1,5,6,2,N,1310,1310,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72417618,Motor Vehicle,DAC,20191007,2010,N,N,0.091,0,0,2,2,N,N,Y,37.64885,-84.77023,8,2,6,1,1,3,5,N,2010,2010,N,2019,O,0,0,0,0,0,0,1,0,0,0,1,0
72417700,Motor Vehicle,Non DAC,20191008,208,N,N,0.917,0,0,1,1,N,N,Y,37.65906,-84.76995,9,2,1,1,1,2,6,N,208,220,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72417721,Motor Vehicle,DAC,20191007,2315,N,Y,0.018,0,0,2,2,Y,N,Y,37.61771,-84.77452,1,5,6,1,1,2,5,N,2116,2319,N,2019,O,0,0,1,0,0,0,1,1,0,0,0,0
72417769,Motor Vehicle,Non DAC,20191008,800,N,Y,4.165,0,0,2,2,N,N,Y,37.65954,-84.79361,1,4,3,1,1,4,2,N,805,810,N,2019,O,0,0,0,1,0,0,0,1,0,0,0,0
72417921,Motor Vehicle,Non DAC,20191008,1101,N,N,0.189,0,0,1,1,N,N,Y,37.65487,-84.77329,9,2,6,1,1,2,2,N,1101,1106,N,2019,O,0,0,0,1,0,0,0,0,0,0,0,0
72418439,Motor Vehicle,Non DAC,20191009,1532,N,N,1.355,0,0,2,2,N,N,Y,37.66473,-84.76788,5,2,1,1,1,3,2,N,1528,1535,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72418796,Motor Vehicle,Non DAC,20191010,1303,N,N,0.189,0,0,2,2,N,N,Y,37.65359,-84.7648,2,2,6,1,1,2,2,N,1315,1332,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72418852,Motor Vehicle,DAC,20191010,756,N,Y,14.718,0,0,2,2,N,N,Y,37.63599,-84.75644,1,2,5,1,1,2,2,N,758,806,N,2019,O,0,0,1,0,0,0,1,1,0,0,0,0
72419143,Motor Vehicle,DAC,20191010,803,N,N,5.577,0,0,2,2,Y,N,Y,37.64598,-84.77499,5,3,5,1,1,2,2,N,803,806,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72419249,Motor Vehicle,DAC,20191009,1118,N,N,6.36,1,0,1,1,N,N,Y,37.65189,-84.78292,9,2,6,1,1,2,2,Y,1118,1120,N,2019,B,0,0,0,0,0,0,0,0,1,0,1,0
72419631,Motor Vehicle,Non DAC,20191011,645,N,N,1.345,0,0,2,2,N,N,Y,37.62282,-84.79483,1,5,6,1,1,2,6,N,646,649,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72420088,Motor Vehicle,DAC,20191012,1307,N,Y,3.441,0,0,2,2,N,N,Y,37.61744,-84.77446,5,4,6,1,1,2,2,N,1308,1315,N,2019,O,0,0,1,0,0,0,1,1,0,0,0,0
72420191,Motor Vehicle,Non DAC,20191012,2039,N,N,15.491,0,0,1,1,N,N,Y,37.62855,-84.7461,9,2,3,1,1,2,6,N,2039,2044,N,2019,O,0,0,1,0,0,0,1,0,0,0,1,0
72420509,Motor Vehicle,DAC,20191012,1910,N,N,0.164,0,0,1,1,N,N,Y,37.62259,-84.77069,9,2,6,1,1,2,3,N,1912,1929,N,2019,O,0,0,1,0,0,0,1,0,0,0,1,0
72421427,Motor Vehicle,Non DAC,20191015,801,N,Y,7.242,0,0,2,2,N,N,Y,37.66467,-84.78427,8,2,6,1,1,2,1,N,804,808,N,2019,O,0,0,1,0,0,0,1,1,0,0,0,0
72421482,Motor Vehicle,DAC,20191015,1225,N,N,5.586,0,0,2,2,N,N,Y,37.646,-84.77516,5,2,6,1,1,2,2,N,1225,1227,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72421749,Motor Vehicle,Non DAC,20191016,1503,N,N,1.401,0,0,2,2,N,N,Y,37.62356,-84.79539,5,2,6,1,1,3,2,N,1504,1512,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72422037,Motor Vehicle,Non DAC,20191014,1526,N,Y,1.064,0,0,2,2,N,N,Y,37.66075,-84.76851,5,2,6,1,1,2,2,N,1525,1534,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72422179,Motor Vehicle,DAC,20191017,1250,N,N,3.471,0,0,2,2,N,N,Y,37.61782,-84.77465,8,6,6,1,1,2,2,N,1250,1258,N,2019,O,0,0,0,1,0,0,1,1,0,0,1,0
72422225,Motor Vehicle,Non DAC,20191017,1700,N,Y,8.213,0,0,2,2,N,N,Y,37.67724,-84.79087,1,2,6,1,1,2,2,N,1700,1701,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72422675,Motor Vehicle,DAC,20191017,1501,N,Y,0.027,0,0,2,2,N,N,Y,37.63186,-84.75182,3,2,1,1,1,2,2,N,1501,1508,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72422858,Motor Vehicle,Non DAC,20191018,1724,N,N,0.41,0,0,2,2,N,N,Y,37.65181,-84.77191,5,2,6,1,1,2,2,N,1724,1727,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72423042,Motor Vehicle,DAC,20191018,1350,N,Y,4.913,0,0,2,2,N,Y,Y,37.63882,-84.77469,8,2,4,1,1,2,2,N,1350,1352,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72423084,Motor Vehicle,DAC,20191019,1224,N,Y,0.174,1,0,1,1,N,N,Y,37.63902,-84.77782,9,2,5,1,1,2,2,Y,1225,1232,N,2019,A,0,0,0,1,0,0,0,0,0,1,0,0
72423119,Motor Vehicle,DAC,20191019,732,N,Y,5.402,0,0,2,2,N,N,Y,37.64582,-84.77244,1,3,6,1,1,2,1,N,733,745,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72423341,Motor Vehicle,Non DAC,20190921,957,N,N,1.9,0,0,2,2,Y,N,Y,37.67466,-84.75741,0,2,0,1,1,2,2,N,1005,1008,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72423717,Motor Vehicle,Non DAC,20191021,807,N,Y,0.354,0,0,2,2,N,N,Y,37.65098,-84.77199,5,2,5,1,1,2,2,N,807,816,N,2019,O,0,0,1,0,0,0,1,0,0,0,0,0
72423857,Motor Vehicle,DAC,20191017,1513,N,Y,0.163,2,0,2,2,N,N,Y,37.61717,-84.77761,5,4,6,1,1,2,2,Y,1515,1524,N,2019,C,0,0,0,0,0,0,1,0,0,0,0,0
72424057,Motor Vehicle,DAC,20191021,1539,N,Y,0.617,0,0,2,2,N,N,Y,37.61662,-84.78566,5,5,6,1,1,2,2,N,1539,1541,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72424737,Motor Vehicle,DAC,20191021,0,N,Y,4.321,0,0,2,2,N,N,Y,37.62999,-84.77481,5,2,6,1,5,2,2,N,1608,1608,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72425708,Motor Vehicle,DAC,20191024,2006,N,N,0.005,0,0,2,2,N,N,Y,37.6285,-84.77476,1,3,6,1,1,2,5,N,2006,2006,N,2019,O,0,0,0,1,0,0,0,1,0,0,0,0
72426245,Motor Vehicle,Non DAC,20191025,2011,N,Y,3.743,0,0,1,1,N,N,Y,37.65542,-84.7991,9,2,6,1,5,6,5,N,2011,2017,N,2019,O,0,0,0,0,0,0,1,0,1,0,0,0
72426290,Motor Vehicle,Non DAC,20191025,1708,N,Y,12.209,0,0,2,2,N,N,Y,37.64853,-84.80513,5,2,6,1,5,6,2,N,1710,1720,N,2019,O,0,0,1,0,0,0,1,0,0,0,0,0
72426291,Pedestrian,DAC,20191025,1935,N,Y,5.401,1,1,3,1,N,N,Y,37.64581,-84.77243,9,2,6,1,5,6,5,Y,1936,1938,N,2019,K,0,0,0,0,1,0,1,1,0,0,0,0
72426552,Motor Vehicle,DAC,20191026,942,N,Y,4.947,0,0,2,2,N,Y,Y,37.63932,-84.7747,8,2,6,1,5,3,2,N,943,949,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72427228,Motor Vehicle,DAC,20191025,1630,N,N,0.337,0,0,2,2,N,N,Y,37.64352,-84.77108,1,2,6,1,5,6,2,N,1630,1633,N,2019,O,0,0,1,0,0,0,0,1,0,0,0,0
72427229,Motor Vehicle,DAC,20191025,1816,N,N,0.402,1,0,2,2,N,N,Y,37.61697,-84.78173,1,4,6,1,5,6,6,Y,1817,1822,N,2019,C,0,0,0,1,0,0,1,1,0,0,0,0
72427975,Motor Vehicle,Non DAC,20191028,1942,N,N,14.157,0,0,2,2,N,N,Y,37.65105,-84.76058,5,2,6,1,1,2,6,N,1942,1946,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72428375,Motor Vehicle,Non DAC,20191026,1420,N,Y,1.461,1,0,1,1,N,N,Y,37.67715,-84.76415,9,2,3,1,5,3,2,Y,1620,1623,N,2019,B,0,0,0,0,0,0,1,0,0,0,0,0
72428485,Motor Vehicle,DAC,20191030,759,N,Y,4.138,0,0,2,2,N,N,Y,37.62735,-84.77476,5,2,6,1,5,6,1,N,759,805,N,2019,O,0,0,1,0,0,0,1,1,0,0,0,0
72428544,Motor Vehicle,DAC,20191029,1536,N,Y,0.002,0,0,2,2,N,N,Y,37.61766,-84.77444,5,4,6,1,1,2,2,N,1538,1546,N,2019,O,0,0,0,1,0,0,1,0,0,0,0,0
72429194,Motor Vehicle,DAC,20191031,1154,N,Y,5.041,0,0,2,2,N,N,Y,37.6407,-84.77452,1,2,4,1,5,6,2,N,1154,1157,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72429544,Motor Vehicle,Non DAC,20191031,2140,N,Y,0.025,0,0,2,2,Y,N,Y,37.64836,-84.76352,8,2,6,1,1,2,5,N,2140,2154,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72429599,Motor Vehicle,DAC,20191026,2250,N,Y,1.194,1,0,2,2,N,N,Y,37.62096,-84.75304,1,2,5,1,5,6,6,Y,2250,2252,N,2019,B,0,0,0,0,0,0,1,1,0,0,0,0
72430620,Motor Vehicle,Non DAC,20191103,730,N,Y,1.801,0,0,2,2,N,N,Y,37.62897,-84.79762,5,2,6,1,1,2,1,N,730,738,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72430655,Motor Vehicle,Non DAC,20191101,1729,N,N,0.063,0,0,2,2,N,N,Y,37.65426,-84.80229,2,2,6,1,1,2,2,N,1729,1736,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72431864,Motor Vehicle,DAC,20191105,1922,N,Y,0.035,0,0,2,2,N,N,Y,37.62018,-84.7634,1,4,6,1,1,2,5,N,1923,1938,N,2019,O,0,0,1,0,0,0,1,1,0,0,0,0
72432994,Motor Vehicle,DAC,20191107,1438,N,N,3.641,0,0,2,2,N,N,Y,37.62055,-84.77448,5,2,6,1,5,6,2,N,1439,1446,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72433458,Motor Vehicle,DAC,20191108,1016,N,Y,5.331,1,0,2,2,N,N,Y,37.64479,-84.77413,1,3,6,1,1,2,2,Y,1016,1020,N,2019,C,0,0,0,0,0,0,1,0,0,0,0,0
72433552,Motor Vehicle,Non DAC,20191108,1513,N,N,18.482,1,0,2,2,N,N,Y,37.61865,-84.79734,1,2,6,1,1,2,2,Y,1513,1514,N,2019,B,0,0,0,0,0,0,1,1,0,0,0,0
72433566,Motor Vehicle,DAC,20191108,1654,N,Y,0.019,0,0,2,2,N,N,Y,37.6233,-84.7743,2,2,6,1,1,2,2,N,1654,1655,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72433725,Motor Vehicle,DAC,20191108,2122,N,Y,0.217,0,0,2,2,Y,N,Y,37.64571,-84.77082,1,2,6,1,1,3,5,N,2124,2130,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72433842,Motor Vehicle,Non DAC,20191109,443,N,Y,14.492,0,0,1,1,N,N,Y,37.65394,-84.75524,9,2,6,1,1,2,5,N,443,452,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72434132,Motor Vehicle,Non DAC,20191108,1439,N,N,12.364,0,0,2,2,N,N,Y,37.62956,-84.79624,5,2,6,1,1,2,2,N,1439,1446,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72434546,Motor Vehicle,Non DAC,20191109,2051,N,Y,0,0,0,2,2,N,N,Y,37.64861,-84.76384,7,2,4,1,1,2,5,N,2054,2058,N,2019,O,0,0,0,1,0,0,0,1,0,0,0,0
72434941,Motor Vehicle,DAC,20191111,1603,N,N,4.092,0,0,2,2,N,N,Y,37.62669,-84.77474,8,2,6,1,1,2,2,N,1603,1613,N,2019,O,0,0,1,0,0,0,1,0,0,0,1,0
72435241,Pedestrian,DAC,20191107,1111,N,N,4.786,1,0,2,1,N,N,Y,37.63656,-84.77404,9,2,6,1,5,6,8,Y,1110,1112,N,2019,C,0,0,0,0,1,0,1,1,0,0,0,0
72435244,Motor Vehicle,DAC,20191107,1327,N,Y,5.252,0,0,2,2,N,Y,Y,37.64371,-84.77425,8,2,6,1,5,6,2,N,1327,1329,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72435279,Motor Vehicle,DAC,20191112,1124,N,Y,3.423,0,0,2,2,N,N,Y,37.61715,-84.77441,5,4,6,1,2,9,2,N,1126,1130,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72435552,Motor Vehicle,DAC,20191112,1602,N,Y,4.942,0,0,2,2,N,Y,Y,37.6387,-84.77316,1,2,5,1,4,2,2,N,1602,1605,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72435949,Motor Vehicle,DAC,20191113,1337,N,N,0.1,0,0,2,2,N,N,Y,37.6178,-84.77634,1,2,6,1,1,2,2,N,1337,1342,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72436417,Motor Vehicle,DAC,20191108,1020,N,N,5.297,0,0,2,2,N,N,Y,37.64419,-84.7726,8,2,6,1,1,3,2,N,1022,1029,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72436582,Motor Vehicle,Non DAC,20191113,1739,N,Y,8.402,1,0,3,3,N,N,Y,37.67971,-84.7924,5,2,6,1,1,2,5,Y,1739,1741,N,2019,C,0,0,0,0,0,0,1,1,0,0,0,0
72436799,Motor Vehicle,Non DAC,20191115,609,N,Y,14.534,0,0,1,1,N,N,Y,37.65411,-84.7549,9,2,6,1,1,2,5,N,609,616,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72436831,Motor Vehicle,DAC,20191107,1119,N,N,0.086,0,0,2,2,N,N,Y,37.62959,-84.77638,8,1,6,1,5,6,2,N,1121,1131,N,2019,O,0,0,0,1,0,0,1,1,0,0,1,0
72436832,Motor Vehicle,Non DAC,20191108,652,N,N,1.677,0,0,1,1,N,N,Y,37.67654,-84.76049,9,2,6,1,1,2,1,N,654,657,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72436879,Motor Vehicle,DAC,20191113,1444,N,Y,0.306,0,0,2,2,N,N,Y,37.64859,-84.76617,5,2,6,1,1,2,2,N,1444,1452,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72437491,Motor Vehicle,DAC,20191115,1821,N,N,0.177,0,0,2,2,N,N,Y,37.6415,-84.77769,2,2,4,1,1,2,4,N,1823,1825,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72437801,Motor Vehicle,Non DAC,20191117,1253,N,N,12.31,0,0,2,2,N,N,Y,37.64852,-84.80329,5,4,6,1,1,3,2,N,1254,1301,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72437967,Motor Vehicle,Non DAC,20191114,1846,N,N,1.648,0,0,1,1,N,N,Y,37.66875,-84.76727,9,2,6,1,1,2,5,N,1846,1850,N,2019,O,0,0,0,0,0,0,0,0,0,0,1,0
72438144,Motor Vehicle,DAC,20191118,704,N,Y,0.008,0,0,1,1,N,N,Y,37.62452,-84.76706,9,2,1,1,1,2,2,N,706,712,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72438289,Motor Vehicle,DAC,20191118,1347,N,Y,3.513,1,0,3,3,N,N,Y,37.61854,-84.77459,1,5,6,1,1,2,2,Y,1349,1353,N,2019,C,0,0,0,0,0,0,1,1,0,0,0,0
72438434,Motor Vehicle,DAC,20191118,1529,N,Y,3.51,0,0,2,2,N,N,Y,37.61843,-84.77443,1,2,6,1,1,3,2,N,1531,1538,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72438435,Motor Vehicle,Non DAC,20191118,631,N,Y,1.8,1,0,2,2,N,N,Y,37.62897,-84.79766,1,5,6,1,1,3,6,Y,631,634,N,2019,C,0,0,0,0,0,0,0,1,0,0,0,0
72438884,Motor Vehicle,DAC,20191119,1455,N,Y,0.016,0,0,2,2,N,N,Y,37.63229,-84.77265,7,2,6,1,1,3,2,N,1455,1501,N,2019,O,0,0,0,1,0,0,1,0,0,0,0,0
72439180,Motor Vehicle,DAC,20191118,1754,N,N,14.255,0,0,1,1,N,N,Y,37.64038,-84.76239,9,2,4,1,1,2,6,N,1757,1806,N,2019,O,0,0,1,0,0,0,0,0,0,0,0,0
72439408,Motor Vehicle,Non DAC,20191119,1612,N,N,1.447,0,0,2,2,N,N,Y,37.67721,-84.76454,5,2,6,1,5,6,3,N,1612,1612,N,2019,O,0,0,0,1,0,0,0,1,0,0,0,0
72439517,Motor Vehicle,Non DAC,20191120,1742,N,Y,11.881,0,0,2,2,N,N,Y,37.6483,-84.81119,4,2,6,1,1,3,3,N,1742,1742,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72439864,Motor Vehicle,DAC,20191119,1830,N,N,3.812,0,0,2,2,N,N,Y,37.62267,-84.77464,1,5,6,1,5,2,6,N,1830,1837,N,2019,O,0,0,1,0,0,0,1,0,0,0,0,0
72440170,Motor Vehicle,DAC,20191111,1900,N,N,0.064,0,0,2,2,N,Y,Y,37.64704,-84.77692,2,1,6,1,5,6,5,N,1753,1800,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72440544,Motor Vehicle,DAC,20191121,1342,N,Y,3.517,0,0,2,2,N,N,Y,37.61847,-84.77456,4,2,6,1,1,2,2,N,1342,1348,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72440753,Motor Vehicle,DAC,20191122,1758,N,Y,3.251,1,0,2,2,N,N,Y,37.61468,-84.77439,1,2,6,1,1,2,6,N,1758,1758,N,2019,B,0,0,0,1,0,0,1,1,0,0,0,0
72440763,Motor Vehicle,Non DAC,20191121,1626,N,N,1.039,0,0,2,2,N,N,Y,37.66075,-84.76851,5,2,6,1,5,3,2,N,1626,1637,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72441845,Motor Vehicle,DAC,20191125,950,N,Y,6.856,0,0,2,2,N,N,Y,37.65908,-84.78375,8,2,6,1,1,2,2,N,945,950,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72441980,Motor Vehicle,DAC,20191125,1445,N,Y,0.075,0,0,2,2,N,N,Y,37.64454,-84.77095,5,2,6,1,1,2,2,N,1445,1448,N,2019,O,0,0,0,1,0,0,0,1,0,0,0,0
72442174,Motor Vehicle,DAC,20191125,1719,N,N,13.876,1,0,2,2,N,N,Y,37.64487,-84.76666,5,2,6,1,1,2,2,Y,1720,1723,N,2019,C,0,0,0,0,0,0,1,0,0,0,0,0
72442382,Motor Vehicle,DAC,20191122,739,N,Y,0.077,0,0,2,2,N,N,Y,37.64456,-84.77096,1,4,6,1,5,6,1,N,742,750,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72442452,Motor Vehicle,DAC,20191122,1757,N,N,3.773,0,0,2,2,N,N,Y,37.62212,-84.77463,8,5,6,1,1,2,6,N,1757,1806,N,2019,O,0,0,0,1,0,0,1,0,0,0,1,0
72443021,Motor Vehicle,DAC,20191127,654,N,Y,3.472,0,0,2,2,N,N,Y,37.61782,-84.77454,7,2,6,1,1,2,1,N,654,705,N,2019,O,0,0,0,1,0,0,1,0,0,0,0,0
72443033,Motor Vehicle,DAC,20191125,713,N,Y,0.175,0,0,2,2,N,N,Y,37.61798,-84.77144,4,4,6,1,1,3,2,N,713,721,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72443113,Motor Vehicle,DAC,20191127,1338,N,N,4.769,0,0,2,2,N,N,Y,37.63632,-84.77414,8,2,3,1,1,2,2,N,1339,1343,N,2019,O,0,0,1,0,0,0,1,0,0,0,1,0
72443158,Motor Vehicle,DAC,20191108,1336,N,Y,2.333,1,0,2,2,N,N,N,37.6013,-84.77364,4,4,6,1,1,2,2,Y,1336,1344,N,2019,C,0,0,0,1,0,0,1,1,0,0,0,0
72443164,Motor Vehicle,DAC,20191127,1344,N,Y,1.072,1,0,2,2,N,N,Y,37.63135,-84.77486,8,2,6,1,1,2,2,Y,1344,1347,N,2019,C,0,0,0,1,0,0,1,1,0,0,0,0
72443522,Motor Vehicle,Non DAC,20191127,740,N,Y,1.658,0,0,2,2,N,N,Y,37.66888,-84.76721,8,2,1,1,5,3,2,N,740,749,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72444055,Motor Vehicle,DAC,20191129,1345,N,N,3.101,0,0,1,1,N,N,Y,37.61242,-84.77439,9,5,6,1,1,3,2,N,1345,1349,N,2019,O,0,0,0,0,0,0,0,0,0,0,1,0
72444408,Motor Vehicle,Non DAC,20191129,2024,N,N,14.297,0,0,2,2,N,N,Y,37.65231,-84.75855,5,2,4,1,5,3,5,N,2024,2031,N,2019,O,0,0,0,0,0,0,0,1,0,0,0,0
72444591,Motor Vehicle,DAC,20191201,1412,N,N,0.076,0,0,3,3,N,N,Y,37.61755,-84.77584,5,2,6,1,1,3,2,N,1413,1419,N,2019,O,0,0,1,0,0,0,1,1,0,0,0,0
72444687,Motor Vehicle,DAC,20191201,1904,N,Y,3.375,0,0,2,2,N,N,Y,37.61645,-84.77443,1,2,6,1,5,6,6,N,1820,1821,N,2019,O,0,0,0,0,0,0,0,1,0,0,0,0
72444910,Motor Vehicle,DAC,20191201,1200,N,N,14.762,0,0,1,1,N,N,Y,37.63563,-84.7558,9,2,6,1,3,2,2,N,1200,1204,N,2019,O,0,0,0,0,0,0,0,0,0,0,1,0
72445462,Motor Vehicle,Non DAC,20191203,1100,N,Y,0.338,0,0,2,2,N,N,Y,37.65085,-84.77401,1,2,4,1,1,2,2,N,1100,1103,N,2019,O,0,0,0,1,0,0,1,1,0,0,0,0
72445785,Motor Vehicle,DAC,20191203,1654,N,Y,0.036,0,0,2,2,N,N,Y,37.6164,-84.77377,1,2,6,1,1,2,2,N,1655,1704,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72445941,Motor Vehicle,Non DAC,20191204,746,N,Y,1.28,1,0,3,3,N,N,Y,37.62189,-84.79466,5,4,6,1,1,2,2,Y,747,752,N,2019,B,0,0,0,1,0,0,1,1,0,0,0,0
72446527,Motor Vehicle,DAC,20191205,1148,N,Y,0.177,0,0,2,2,N,N,Y,37.61782,-84.77135,1,4,6,1,1,2,2,N,1148,1152,N,2019,O,0,0,0,1,0,0,0,1,0,0,0,0
72446749,Motor Vehicle,DAC,20191205,1800,N,Y,0.239,0,0,2,2,N,N,Y,37.61721,-84.78178,1,2,6,1,1,2,5,N,1800,1815,N,2019,O,0,0,0,0,0,0,0,1,0,0,0,0
72447233,Motor Vehicle,Non DAC,20191206,1658,N,Y,8.213,0,0,2,2,N,N,Y,37.67724,-84.79087,5,2,3,1,1,3,2,N,1700,1707,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72447234,Motor Vehicle,Non DAC,20191206,1718,N,Y,3.741,0,0,2,2,N,N,Y,37.65553,-84.79918,1,2,6,1,1,3,3,N,1724,1728,N,2019,O,0,0,0,1,0,0,1,0,0,0,0,0
72447298,Motor Vehicle,DAC,20191206,1656,N,N,3.87,0,0,2,2,N,N,Y,37.62351,-84.77468,8,2,6,1,1,2,2,N,1656,1656,N,2019,O,0,0,0,0,0,0,1,0,1,0,1,0
72447683,Motor Vehicle,DAC,20191206,1628,N,Y,4.208,0,0,2,2,N,N,Y,37.62835,-84.77478,1,5,6,1,1,2,2,N,1628,1628,N,2019,O,0,0,0,0,0,0,1,0,0,0,0,0
72448006,Motor Vehicle,Non DAC,20191207,1715,N,N,0.17,0,0,2,2,Y,N,Y,37.64371,-84.76308,8,2,6,1,1,2,3,N,1723,1731,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72448320,Motor Vehicle,DAC,20191208,1948,N,Y,5.04,0,0,2,2,N,N,Y,37.64075,-84.77454,1,2,6,1,1,2,6,N,1945,1948,N,2019,O,0,0,0,1,0,0,0,0,0,0,0,0
72448880,Motor Vehicle,DAC,20191201,844,N,N,2.373,0,0,1,1,N,N,N,37.60187,-84.77362,9,4,6,1,1,2,2,N,844,856,N,2019,O,0,0,0,0,0,0,0,0,0,0,0,0
72449015,Motor Vehicle,DAC,20191210,1541,N,Y,5.166,0,0,2,2,N,Y,Y,37.64254,-84.77437,8,2,4,1,1,3,2,N,1541,1542,N,2019,O,0,0,0,0,0,0,1,1,0,0,0,0
72449192,Motor Vehicle,DAC,20191203,1811,N,Y,3.464,2,0,2,2,N,N,Y,37.61772,-84.77466,5,4,6,1,1,2,5,Y,1812,1820,N,2019,C,0,0,1,0,0,0,1,0,0,0,0,0
72449872,Motor Vehicle,DAC,20191211,900,N,N,0.377,0,0,2,2,N,N,Y,37.61904,-84.76813,7,2,5,1,1,2,6,N,1918,1927,N,2019,O,0,0,0,0,0,0,1,0,0,0,1,0
