MasterFile,Mode,Disadvantaged_Com_ID,CollisionDate,CollisionTime,ParkingLotIndicator,IntersectionWith_Indicator_,Milepoint,NumberInjured,NumberKilled,ofUnits,ofMotorVeh,Hit_RunIndicator,OneWayIndicator,InCityLimitsIndicator,Latitude,Longitude,MannerofCollisionCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,FirstAidSceneIndicator,TimeNotified,TimeArrived,MedianCros,YR,KABCO,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Roadway Departure,Median Cross-over
72689614,Motor Vehicle,Non DAC,20211029,1956,N,Y,3.082,0,0,2,2,N,N,Y,37.66441,-84.74299,3,2,6,1,5,6,6,N,1958,2003,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72689826,Motor Vehicle,DAC,20211029,1012,N,Y,0.661,1,0,2,2,N,N,Y,37.62853,-84.76274,4,2,6,1,5,3,2,Y,1013,1018,N,2021,B,0,0,1,1,0,0,1,0,0,1,0,0
72689861,Motor Vehicle,DAC,20211029,1301,N,Y,5.974,0,0,2,2,N,N,Y,37.64635,-84.78239,2,2,6,1,5,3,2,N,1246,1251,N,2021,O,0,0,1,0,0,0,0,0,0,0,0,0
72689862,Motor Vehicle,DAC,20211030,1101,N,N,13.738,0,0,2,2,N,N,Y,37.64697,-84.76625,7,1,3,1,5,6,2,N,1102,1104,N,2021,O,0,0,0,0,0,0,0,1,0,0,1,0
72690029,Motor Vehicle,Non DAC,20211030,1948,N,Y,3.082,0,0,2,2,N,N,Y,37.66443,-84.74306,5,2,6,1,5,3,6,N,1948,1959,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72690328,Motor Vehicle,Non DAC,20211028,1804,N,N,0.131,0,0,2,2,N,N,Y,37.65351,-84.77714,1,2,1,1,5,3,2,N,1804,1808,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72690418,Motor Vehicle,Non DAC,20211031,1932,N,N,0.269,0,0,2,2,N,N,Y,37.66311,-84.78984,1,1,6,1,1,2,4,N,1932,1936,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72690451,Motor Vehicle,Non DAC,20211030,1637,N,N,0.077,0,0,2,2,N,N,Y,37.65198,-84.76495,5,2,6,1,1,2,2,N,1638,1645,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72691092,Motor Vehicle,DAC,20211102,923,N,Y,3.451,0,0,2,2,N,N,Y,37.61759,-84.77459,1,2,6,1,5,3,2,N,925,928,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72691259,Motor Vehicle,Non DAC,20211102,1155,N,N,0.698,0,0,1,1,N,N,Y,37.65616,-84.77149,9,2,4,1,1,3,2,N,1158,1202,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72691613,Motor Vehicle,Non DAC,20211103,800,N,Y,0.093,0,0,2,2,Y,N,Y,37.65455,-84.80271,7,0,6,1,1,2,1,N,802,808,N,2021,O,0,0,0,0,0,0,0,1,1,0,0,0
72691638,Motor Vehicle,DAC,20211103,1159,N,Y,5.977,0,0,1,1,N,N,Y,37.64634,-84.78231,9,3,6,1,1,2,2,N,1159,1159,N,2021,O,0,1,0,0,0,0,0,0,0,0,0,0
72691654,Motor Vehicle,Non DAC,20211103,0,N,N,0.023,0,0,1,1,Y,N,Y,37.65248,-84.77858,9,0,6,1,1,0,0,N,915,919,N,2021,O,0,0,0,0,0,0,0,0,0,0,1,0
72691807,Motor Vehicle,DAC,20211101,1433,N,Y,0.166,0,0,2,2,N,N,Y,37.61796,-84.77159,5,2,6,1,1,2,2,N,1433,1436,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72691808,Motor Vehicle,Non DAC,20211102,1628,N,N,2.783,0,0,2,2,N,N,Y,37.6642,-84.74832,1,2,6,1,1,2,2,Y,1628,1633,N,2021,O,0,0,0,1,0,0,0,1,0,0,0,0
72692183,Motor Vehicle,DAC,20211104,1408,N,Y,5.331,0,0,2,2,N,Y,Y,37.64481,-84.77415,8,4,6,1,1,2,2,N,1409,1411,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72692394,Motor Vehicle,DAC,20211104,1537,N,Y,0.076,0,0,2,2,N,Y,Y,37.61702,-84.77484,5,1,3,1,1,2,2,N,1537,1543,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72692577,Motor Vehicle,Non DAC,20211105,715,N,Y,2.296,0,0,2,2,N,N,Y,37.67734,-84.76407,8,2,3,1,1,2,5,N,715,725,N,2021,O,0,0,0,1,0,0,0,1,0,0,0,0
72692594,Motor Vehicle,DAC,20211105,1006,N,Y,5.206,0,0,2,2,N,Y,Y,37.64278,-84.77275,8,2,4,1,1,2,2,N,1006,1110,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72692792,Motor Vehicle,Non DAC,20211105,1928,N,Y,0.001,0,0,2,2,N,N,Y,37.64861,-84.76382,7,4,6,1,1,2,5,N,1928,1933,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72693061,Motor Vehicle,DAC,20211103,1153,N,N,0.619,0,0,2,2,N,N,Y,37.6166,-84.78573,5,4,6,1,1,2,2,N,1155,1159,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72693748,Motor Vehicle,Non DAC,20211101,1115,N,Y,3.745,0,0,2,2,N,N,Y,37.6555,-84.79928,1,5,6,1,1,2,2,N,1115,1120,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72693837,Motor Vehicle,DAC,20211108,1401,N,Y,1.248,0,0,2,2,N,N,Y,37.62654,-84.75233,5,2,4,1,1,2,2,N,1404,1409,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72693959,Motor Vehicle,DAC,20211107,1556,N,Y,0.022,0,0,3,3,N,N,Y,37.61743,-84.77468,5,4,6,1,1,2,2,N,1556,1557,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72694307,Motor Vehicle,DAC,20211109,821,N,N,0.149,0,0,2,2,N,N,Y,37.64345,-84.77102,5,2,6,1,1,2,2,N,823,825,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72694336,Motor Vehicle,DAC,20211109,1130,N,Y,4.912,0,0,2,2,N,N,Y,37.63881,-84.7747,1,2,6,1,1,2,2,N,1130,1130,N,2021,O,0,0,1,1,0,0,1,0,0,0,0,0
72694502,Motor Vehicle,DAC,20211109,1850,N,Y,0.153,0,0,2,2,N,N,Y,37.6435,-84.77105,1,2,6,1,1,2,5,N,1850,1854,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72694537,Motor Vehicle,DAC,20211109,1920,N,Y,3.394,0,0,2,2,N,N,Y,37.61653,-84.77461,1,5,6,1,1,2,6,N,1920,1924,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72694687,Motor Vehicle,DAC,20211109,1312,N,Y,0.015,0,0,2,2,N,N,Y,37.61804,-84.77142,8,2,4,1,1,2,2,N,1312,1326,N,2021,O,0,0,0,1,0,0,0,0,0,0,0,0
72694767,Motor Vehicle,DAC,20211110,1220,N,Y,4.212,0,0,2,2,N,N,Y,37.62841,-84.77477,1,2,4,1,1,2,2,N,1223,1234,N,2021,O,0,1,0,1,0,0,1,1,0,0,0,0
72694972,Motor Vehicle,DAC,20211110,1359,N,Y,5.251,1,0,2,2,N,Y,Y,37.64373,-84.77424,8,2,6,1,1,2,2,Y,1401,1402,N,2021,B,0,0,0,1,0,0,0,0,0,0,0,0
72695303,Motor Vehicle,DAC,20211110,925,N,Y,5.153,0,0,2,2,N,Y,Y,37.64231,-84.77438,8,2,4,1,1,2,2,N,925,931,N,2021,O,0,0,0,0,0,0,0,1,0,0,0,0
72695401,Motor Vehicle,DAC,20211111,1526,N,N,13.668,0,0,2,2,N,N,Y,37.64561,-84.76964,8,2,6,1,5,6,2,N,1527,1533,N,2021,O,0,0,0,0,0,0,1,1,0,0,1,0
72695512,Motor Vehicle,DAC,20211111,1706,N,Y,3.457,0,0,3,3,N,N,Y,37.61763,-84.77464,5,2,6,1,5,6,3,N,1708,1713,N,2021,O,0,0,1,0,0,0,1,0,0,0,0,0
72695679,Motor Vehicle,Non DAC,20211023,1359,N,Y,0.468,1,0,1,1,N,N,Y,37.63168,-84.74354,9,2,2,1,1,2,2,Y,1401,1413,N,2021,B,0,0,0,0,0,0,0,0,0,0,0,0
72695932,Motor Vehicle,DAC,20211112,1645,N,Y,3.516,0,0,2,2,N,N,Y,37.61845,-84.77462,1,2,6,1,1,3,2,N,1645,1645,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72696053,Motor Vehicle,Non DAC,20211112,2216,N,Y,4.615,0,0,2,2,N,N,Y,37.66584,-84.79193,5,4,6,1,5,8,5,N,2217,2223,N,2021,O,0,0,1,0,0,0,1,1,0,0,0,0
72696244,Motor Vehicle,Non DAC,20211112,2044,N,Y,15.537,2,0,2,2,N,N,Y,37.66442,-84.74294,3,2,6,1,5,6,5,Y,2045,2050,N,2021,B,0,0,0,0,0,0,0,1,0,0,0,0
72696956,Motor Vehicle,DAC,20211109,1801,N,N,0.198,0,0,2,2,N,N,Y,37.6487,-84.76785,5,2,6,1,1,2,5,N,1801,1808,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72697124,Motor Vehicle,DAC,20211115,1511,N,Y,4.966,0,0,2,2,N,Y,Y,37.6396,-84.77463,8,3,6,1,1,2,2,N,1511,1516,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72697614,Motor Vehicle,DAC,20211116,1440,N,Y,0.175,1,0,2,2,N,N,Y,37.61797,-84.77139,1,6,6,1,1,2,2,Y,1440,1449,N,2021,B,0,0,0,1,0,0,0,1,0,0,0,0
72698115,Motor Vehicle,Non DAC,20211116,1616,N,Y,15.967,0,0,2,2,N,N,Y,37.6664,-84.73549,4,2,6,1,1,2,2,N,1616,1620,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72698265,Motor Vehicle,DAC,20211117,722,N,N,0.167,0,0,2,2,Y,N,Y,37.62984,-84.78147,1,2,3,1,1,2,9,N,725,737,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72698347,Motor Vehicle,DAC,20211118,1224,N,Y,5.251,0,0,2,2,N,Y,Y,37.64372,-84.77427,1,2,6,1,5,3,2,N,1224,1229,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72698446,Motor Vehicle,DAC,20211118,739,N,N,3.333,0,0,2,2,N,N,Y,37.6158,-84.77443,5,2,6,1,5,6,2,N,741,747,N,2021,O,0,0,1,0,0,0,1,0,0,0,0,0
72698576,Motor Vehicle,DAC,20211118,1730,N,N,0.124,0,0,2,2,N,N,Y,37.64773,-84.78051,3,2,3,1,1,2,5,Y,1730,1735,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72698687,Motor Vehicle,DAC,20211118,1907,N,Y,0.638,3,0,2,2,N,N,Y,37.61969,-84.76323,1,6,6,1,1,2,5,Y,1907,1911,N,2021,B,0,0,0,1,0,0,0,0,1,0,0,0
72698783,Motor Vehicle,Non DAC,20211119,648,N,N,11.826,0,0,2,2,N,N,Y,37.6483,-84.81223,5,2,6,1,1,2,5,N,650,651,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72698922,Motor Vehicle,Non DAC,20211119,1454,N,N,12.697,1,0,2,2,N,N,Y,37.648,-84.79617,1,2,6,1,1,2,2,Y,1455,1458,N,2021,C,0,0,0,0,0,0,0,1,0,0,0,0
72698982,Motor Vehicle,DAC,20211119,1650,N,Y,0.239,0,0,2,2,N,N,Y,37.61722,-84.78177,1,2,6,1,1,2,2,N,1652,1659,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72698992,Motor Vehicle,DAC,20211119,1700,N,Y,0.177,0,0,2,2,N,N,Y,37.61799,-84.7714,4,4,6,1,1,2,2,N,1702,1705,N,2021,O,0,0,1,0,0,0,1,1,0,0,0,0
72699250,Motor Vehicle,DAC,20211120,1014,N,Y,0.01,0,0,2,2,N,N,Y,37.6456,-84.76689,1,2,4,1,1,2,2,N,1016,1019,N,2021,O,0,0,0,0,0,0,0,1,0,0,0,0
72699301,Motor Vehicle,DAC,20211120,1046,N,Y,0.019,2,0,2,2,N,N,Y,37.61938,-84.76594,1,3,6,1,1,2,2,Y,1048,1049,N,2021,C,0,0,0,0,0,0,0,1,0,0,0,0
72699467,Motor Vehicle,DAC,20211120,2224,N,Y,0.491,0,0,2,2,Y,N,Y,37.61912,-84.76583,5,4,6,1,1,2,5,N,2226,2232,N,2021,O,0,0,0,0,0,0,0,1,0,0,0,0
72699530,Motor Vehicle,Non DAC,20211121,341,N,N,0.803,0,0,1,1,N,N,Y,37.6439,-84.75239,9,2,3,1,1,2,5,N,341,350,N,2021,O,0,0,0,0,0,0,0,0,0,0,1,0
72699583,Motor Vehicle,DAC,20211117,1300,N,N,0.639,0,1,2,2,N,N,Y,37.61987,-84.76325,1,4,6,1,1,2,2,Y,1350,1409,N,2021,K,0,1,0,1,0,0,1,1,0,0,0,0
72699619,Motor Vehicle,Non DAC,20211121,1305,N,Y,1.237,1,0,2,2,N,Y,Y,37.62125,-84.79409,5,2,4,1,5,6,2,N,1306,1313,N,2021,B,0,0,0,0,0,0,0,1,0,0,0,0
72700160,Motor Vehicle,DAC,20211122,1535,N,N,13.549,0,0,2,2,N,N,Y,37.64573,-84.77172,5,3,6,1,1,2,2,N,1549,1555,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72700182,Motor Vehicle,DAC,20211121,2014,N,N,1.008,0,0,1,1,N,N,Y,37.62743,-84.75656,9,2,6,1,5,6,4,N,2014,2021,N,2021,O,0,0,0,0,0,0,1,0,0,0,1,0
72700852,Motor Vehicle,DAC,20211123,1856,N,N,13.697,0,0,1,1,N,N,Y,37.64579,-84.76913,9,2,4,1,1,2,5,N,1856,1909,N,2021,O,0,0,0,0,0,0,0,0,0,0,1,0
72700946,Motor Vehicle,DAC,20211112,1747,N,N,2.565,0,0,1,1,N,N,N,37.60466,-84.7738,9,2,6,1,1,2,2,N,1747,1753,N,2021,O,0,0,1,0,0,0,0,0,0,0,0,0
72701194,Motor Vehicle,Non DAC,20211124,1504,N,Y,3.202,0,0,2,2,N,N,Y,37.64861,-84.80308,2,6,6,1,1,2,2,N,1504,1511,N,2021,O,0,0,0,1,0,0,0,0,0,0,0,0
72701235,Motor Vehicle,DAC,20211124,1448,N,Y,0.155,0,0,2,2,N,N,Y,37.61712,-84.77755,5,8,6,1,1,2,2,N,1448,1451,N,2021,O,0,0,0,0,0,0,0,1,0,0,0,0
72701548,Motor Vehicle,DAC,20211124,555,N,N,0.16,0,0,2,2,N,N,Y,37.62994,-84.75198,1,2,4,1,5,2,6,N,555,559,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72701567,Motor Vehicle,DAC,20211124,1300,N,N,5.065,1,0,2,2,N,N,Y,37.64059,-84.77296,1,2,6,1,1,2,2,Y,1302,1302,N,2021,C,0,0,1,1,0,0,1,0,0,0,0,0
72702002,Motor Vehicle,DAC,20211127,1311,N,N,0.234,0,0,2,2,N,N,Y,37.61721,-84.7817,5,1,6,1,1,2,2,N,1313,1319,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72702057,Motor Vehicle,Non DAC,20211125,1127,N,N,0.014,0,0,2,2,N,N,Y,37.65218,-84.75189,1,2,1,1,5,3,2,N,1130,1137,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72703488,Motor Vehicle,DAC,20211201,1544,N,N,0.098,0,0,2,2,N,N,Y,37.6489,-84.77007,5,2,6,1,1,3,2,N,1544,1549,N,2021,O,0,0,1,0,0,0,0,1,0,0,0,0
72703550,Motor Vehicle,Non DAC,20211201,1548,N,N,3.006,0,0,2,2,N,N,Y,37.6458,-84.80283,5,2,6,1,1,2,2,N,1544,1548,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72703907,Motor Vehicle,DAC,20211202,1208,N,N,4.274,0,0,2,2,N,N,Y,37.62931,-84.77482,5,2,6,1,1,2,2,N,1211,1220,N,2021,O,0,0,1,0,0,0,1,0,0,0,0,0
72704245,Motor Vehicle,DAC,20211203,1015,N,N,0.41,1,0,2,2,N,N,Y,37.61698,-84.7819,5,2,6,1,1,2,2,N,1017,1021,N,2021,B,0,0,0,1,0,0,1,0,0,0,0,0
72704990,Motor Vehicle,Non DAC,20211204,1547,N,N,0.267,0,0,2,2,N,N,Y,37.64966,-84.77213,5,2,5,1,1,2,2,N,1549,1555,N,2021,O,0,0,1,1,0,0,1,1,0,0,0,0
72705098,Motor Vehicle,DAC,20211203,1017,N,Y,0.017,0,0,2,2,N,N,Y,37.61722,-84.78178,1,2,6,1,1,2,2,N,1021,1024,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72705486,Motor Vehicle,DAC,20211206,1443,N,Y,3.467,0,0,2,2,N,N,Y,37.61776,-84.77466,1,2,6,1,1,2,2,N,1443,1443,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72705523,Motor Vehicle,DAC,20211206,1532,N,Y,0.155,0,0,2,2,Y,N,Y,37.61714,-84.77761,5,0,6,1,1,2,2,N,1532,1537,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72705581,Motor Vehicle,DAC,20211206,1650,N,N,4.657,0,0,2,2,N,Y,Y,37.63567,-84.77498,8,2,6,1,1,2,2,N,1650,1650,N,2021,O,0,0,0,0,0,0,1,0,0,0,1,0
72706115,Motor Vehicle,DAC,20211207,1751,N,N,6.892,0,0,1,1,Y,N,Y,37.6596,-84.78373,9,2,6,1,1,2,5,N,1753,1755,N,2021,O,0,0,0,0,0,0,0,0,1,0,1,0
72706565,Motor Vehicle,DAC,20211208,1215,N,N,0.196,0,0,2,2,N,N,Y,37.61732,-84.76502,8,2,6,1,1,2,2,N,1217,1224,N,2021,O,0,1,0,0,0,0,0,0,0,0,0,0
72707818,Motor Vehicle,DAC,20211210,841,N,Y,5.328,0,0,2,2,N,Y,Y,37.6447,-84.77256,5,2,6,1,1,2,2,N,848,848,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72708879,Motor Vehicle,Non DAC,20211214,932,N,N,1.351,0,0,2,2,N,N,Y,37.62291,-84.79488,5,2,4,1,1,2,2,N,932,932,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72708882,Motor Vehicle,DAC,20211214,742,N,Y,3.373,0,0,2,2,N,N,Y,37.61647,-84.7744,1,2,6,1,1,2,1,N,743,754,N,2021,O,0,0,1,0,0,0,1,1,0,0,0,0
72709116,Motor Vehicle,DAC,20211214,1936,N,N,4.661,0,0,1,1,N,Y,Y,37.63535,-84.77504,9,2,4,1,1,2,5,N,1936,1947,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72709273,Motor Vehicle,DAC,20211210,1247,N,Y,5.328,0,0,2,2,N,Y,Y,37.64469,-84.77254,1,2,6,1,1,2,2,N,1247,1256,N,2021,O,0,0,1,0,0,0,1,1,0,0,0,0
72709385,Motor Vehicle,DAC,20211214,1521,N,Y,0.401,2,0,3,3,N,N,Y,37.61661,-84.78572,1,4,6,1,1,2,2,Y,1521,1527,N,2021,C,0,0,0,1,0,0,1,1,0,0,0,0
72709457,Motor Vehicle,DAC,20211215,1456,N,N,13.525,0,0,2,2,N,N,Y,37.64579,-84.77213,5,4,6,1,1,2,2,N,1457,1501,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72709582,Motor Vehicle,DAC,20211215,1709,N,N,13.62,0,0,2,2,N,N,Y,37.64569,-84.77047,5,4,6,1,1,2,2,N,1710,1712,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72709702,Motor Vehicle,Non DAC,20211214,1224,N,Y,1.233,0,0,2,2,N,N,Y,37.62125,-84.79438,5,2,6,1,1,2,2,N,1224,1239,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72709779,Motor Vehicle,DAC,20211215,1459,N,Y,4.211,0,0,2,2,N,N,Y,37.62841,-84.77475,1,4,6,1,1,2,2,N,1459,1459,N,2021,O,0,0,0,1,0,0,0,1,0,0,0,0
72709826,Motor Vehicle,DAC,20211216,958,N,Y,0.079,0,0,2,2,N,N,Y,37.64886,-84.77049,5,2,6,1,1,3,2,N,958,1001,N,2021,O,0,0,1,0,0,0,1,0,0,1,0,0
72709876,Motor Vehicle,DAC,20211216,1533,N,Y,4.415,0,0,2,2,N,N,Y,37.63135,-84.77487,1,2,6,1,5,6,2,N,1533,1539,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72710507,Motor Vehicle,DAC,20211217,1754,N,N,3.367,0,0,2,2,N,N,Y,37.6165,-84.77458,5,4,1,1,5,6,5,N,1754,1759,N,2021,O,0,0,0,1,0,0,0,1,0,0,0,0
72710530,Motor Vehicle,DAC,20211217,1659,N,Y,1.193,0,0,3,3,N,N,Y,37.62096,-84.75299,4,3,6,1,5,6,5,N,1702,1708,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72710772,Motor Vehicle,DAC,20211218,903,N,N,4.883,0,0,2,2,N,N,Y,37.63781,-84.77321,1,2,6,1,5,3,2,N,905,908,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72710778,Motor Vehicle,DAC,20211217,1302,N,Y,0.175,0,0,2,2,N,N,Y,37.64481,-84.77414,1,2,6,1,5,6,2,N,1302,1307,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72710869,Motor Vehicle,Non DAC,20211218,1320,N,Y,11.881,0,0,1,1,N,N,Y,37.64832,-84.81118,9,1,6,1,5,3,2,N,1320,1328,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72710901,Motor Vehicle,Non DAC,20211218,1250,N,Y,1.911,0,0,1,1,N,N,Y,37.63039,-84.79849,9,2,6,1,5,3,2,N,1250,1255,Y,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72710951,Motor Vehicle,DAC,20211218,1645,N,Y,0.379,0,0,2,2,N,N,Y,37.64953,-84.78041,8,2,6,1,5,6,3,N,1645,1651,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72711130,Motor Vehicle,Non DAC,20211214,1502,N,Y,3.744,0,0,2,2,N,N,Y,37.65535,-84.79911,1,2,6,1,1,2,2,N,1504,1512,N,2021,O,0,0,0,1,0,0,1,1,0,0,0,0
72711250,Motor Vehicle,DAC,20211219,1302,N,N,3.585,0,0,2,2,N,N,Y,37.61943,-84.77458,1,2,6,1,1,3,2,N,1303,1322,N,2021,O,0,0,0,0,0,0,1,1,0,0,0,0
72711520,Motor Vehicle,Non DAC,20211220,830,N,N,0.063,0,0,2,2,N,N,Y,37.66261,-84.78845,3,2,3,1,1,2,2,N,832,837,N,2021,O,0,0,1,0,0,0,1,0,0,0,0,0
72711803,Motor Vehicle,DAC,20211220,1725,N,Y,3.519,0,0,2,2,N,N,Y,37.61847,-84.77458,4,2,6,1,1,2,3,N,1727,1734,N,2021,O,0,0,0,0,0,0,1,0,0,1,0,0
72712401,Motor Vehicle,DAC,20211222,834,N,N,4.615,0,0,1,1,N,N,Y,37.6345,-84.77508,9,2,4,1,1,2,2,N,834,835,N,2021,O,0,0,0,0,0,0,0,0,0,0,0,0
72712558,Motor Vehicle,DAC,20211222,1450,N,N,6.802,0,0,2,2,N,N,Y,37.6583,-84.78357,8,2,6,1,1,2,2,N,1458,1501,N,2021,O,0,0,0,1,0,0,1,0,0,0,1,0
72712650,Motor Vehicle,Non DAC,20211222,1809,N,N,1.668,0,0,2,2,N,N,Y,37.62718,-84.79681,5,4,6,1,1,2,6,N,1815,1815,N,2021,O,0,0,1,0,0,0,1,0,0,0,0,0
72712847,Motor Vehicle,DAC,20211223,1002,N,Y,5.196,0,0,2,2,N,N,Y,37.64291,-84.77433,8,2,6,1,1,2,2,N,1003,1009,N,2021,O,0,0,0,1,0,0,0,1,0,0,0,0
72713028,Motor Vehicle,DAC,20211223,1536,N,Y,0.237,2,0,2,2,N,N,Y,37.61721,-84.78175,1,2,6,1,1,2,2,Y,1537,1538,N,2021,C,0,0,1,1,0,0,1,1,0,0,0,0
72713098,Motor Vehicle,DAC,20211223,2140,N,N,3.364,0,0,2,2,N,N,Y,37.61656,-84.77462,8,4,6,1,1,2,5,N,2140,2148,N,2021,O,0,0,0,0,0,0,1,0,0,0,1,0
72713252,Motor Vehicle,DAC,20211223,1922,N,N,0.015,0,0,2,2,N,N,Y,37.61804,-84.77142,2,3,4,1,1,2,6,N,1923,1930,N,2021,O,0,0,0,0,0,0,1,0,0,0,0,0
72713610,Motor Vehicle,DAC,20211224,704,N,N,0.004,0,0,2,2,N,N,Y,37.64565,-84.77083,1,3,6,1,1,2,5,N,706,709,N,2021,O,0,0,0,0,0,0,0,1,0,0,0,0
72713672,Motor Vehicle,Non DAC,20211226,1343,N,N,0.167,0,0,2,2,N,N,Y,37.65204,-84.77492,2,2,6,1,1,2,2,N,1345,1349,N,2021,O,0,0,1,0,0,0,1,0,0,0,0,0
72714080,Motor Vehicle,DAC,20211227,1456,N,Y,3.44,0,0,2,2,N,N,Y,37.61742,-84.77444,5,2,6,1,1,3,2,N,1457,1505,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72714081,Motor Vehicle,DAC,20211227,1819,N,Y,0.942,0,0,2,2,N,N,Y,37.6323,-84.77294,1,2,2,1,1,3,4,N,1820,1822,N,2021,O,0,0,0,1,0,0,0,0,0,0,0,0
72714222,Motor Vehicle,DAC,20211228,719,N,N,3.357,0,0,2,2,N,N,Y,37.61618,-84.77457,8,2,1,1,5,6,5,N,711,719,N,2021,O,0,0,0,0,0,0,1,1,0,0,1,0
72714325,Motor Vehicle,DAC,20211228,1140,N,N,4.756,0,0,2,2,N,N,Y,37.63653,-84.77492,1,2,6,1,1,3,2,N,1140,1140,N,2021,O,0,0,0,1,0,0,1,0,0,0,0,0
72714475,Motor Vehicle,Non DAC,20211228,1929,N,Y,13.928,0,0,2,2,N,N,Y,37.64873,-84.76363,1,2,6,1,5,3,5,N,1928,1933,N,2021,O,0,0,0,0,0,0,1,1,1,0,0,0
72714812,Motor Vehicle,DAC,20211229,2012,N,Y,0.004,0,0,2,2,N,N,Y,37.61742,-84.77438,1,5,6,1,5,6,5,N,2012,2019,N,2021,O,0,0,0,0,0,0,0,1,0,0,0,0
72714912,Motor Vehicle,DAC,20211229,1320,N,Y,0.621,0,0,2,2,N,N,Y,37.6166,-84.78572,1,5,6,1,1,2,2,N,1323,1330,N,2021,O,0,1,0,1,0,0,1,1,0,0,0,0
72715033,Motor Vehicle,DAC,20211230,1407,N,N,4.233,0,0,2,2,N,N,Y,37.6287,-84.77479,8,2,6,1,1,3,2,N,1407,1413,N,2021,O,0,0,0,1,0,0,1,0,0,0,1,0
72715147,Motor Vehicle,DAC,20211230,1941,N,N,0.597,0,0,1,1,N,N,Y,37.62001,-84.76434,9,2,6,1,1,2,5,N,1942,1949,N,2021,O,0,0,0,0,0,0,0,0,0,0,1,0
72715149,Motorcyclist,DAC,20211220,1726,N,Y,3.462,1,0,2,2,N,N,Y,37.61756,-84.77448,4,7,6,1,1,2,2,Y,1726,1726,N,2021,B,1,0,0,1,0,0,0,1,0,0,0,0
72715173,Motor Vehicle,DAC,20211230,2114,N,N,3.382,0,0,2,2,N,N,Y,37.61652,-84.77462,8,2,6,1,1,2,6,N,2114,2119,N,2021,O,0,0,1,0,0,0,1,1,0,0,1,0
72715888,Motor Vehicle,Non DAC,20220102,1215,N,Y,1.233,0,0,2,2,N,N,Y,37.6213,-84.79414,5,3,6,1,5,3,2,N,1215,1215,N,2022,O,0,0,0,1,0,0,1,0,0,0,0,0
