MasterFile,KABCO_Mod,Mode,Disadvantaged Com ID,MannerofCollision_Real,CollisionDate,CollisionTime,ParkingLotIndicator,IntersectionWith_Indicator_,Milepoint,NumberInjured,NumberKilled,ofUnits,ofMotorVeh,Hit&RunIndicator,OneWayIndicator,InCityLimitsIndicator,Latitude,Longitude,MannerofCollisionCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,FirstAidSceneIndicator,TimeNotified,TimeArrived,MedianCros,YR,KABCO,Motorcyclist,CommercialVehicle,YoungDriver,MatureDriver,Pedestrian,Bicyclist,Distracted,agressive,Impaired,Unrestrain,RoadwayDep,MedXover
72367633,C,Motor Vehicle,Non DAC,,20190616,2311.0,N,N,7.353,1,0,1,1.0,N,N,N,37.6662,-84.78467,9.0,2.0,1.0,1.0,5.0,3.0,6.0,Y,2311,2315,N,2019.0,C,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0
72367786,O,Motor Vehicle,DAC,,20190616,1116.0,N,Y,5.249,0,0,2,2.0,N,Y,Y,37.64376,-84.77424,1.0,2.0,4.0,1.0,1.0,3.0,2.0,Y,1117,1119,N,2019.0,O,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0
72367992,O,Motor Vehicle,DAC,,20190617,1626.0,N,Y,4.577,0,0,1,1.0,N,N,Y,37.63369,-84.77508,9.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1626,1632,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72368179,O,Motor Vehicle,DAC,,20190618,811.0,N,N,0.141,0,0,1,1.0,Y,N,Y,37.64143,-84.77704,9.0,2.0,6.0,1.0,0.0,0.0,9.0,N,811,813,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0
72368407,O,Motor Vehicle,DAC,ANGLE,20190618,1603.0,N,Y,3.516,0,0,2,2.0,N,N,Y,37.61849,-84.77456,1.0,6.0,6.0,1.0,1.0,3.0,2.0,N,1603,1613,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72368678,O,Motor Vehicle,DAC,,20190614,0.0,N,N,4.374,0,0,2,2.0,N,N,Y,37.63079,-84.77481,5.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1300,1304,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72368679,C,Motor Vehicle,DAC,,20190617,1600.0,N,Y,4.942,2,0,2,2.0,N,N,Y,37.6387,-84.77315,1.0,2.0,6.0,1.0,1.0,3.0,2.0,Y,1600,1603,N,2019.0,C,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0
72369372,O,Motor Vehicle,DAC,,20190620,1645.0,N,N,0.571,0,0,1,1.0,N,N,Y,37.64928,-84.77637,9.0,2.0,4.0,1.0,1.0,2.0,2.0,Y,1645,1700,N,2019.0,O,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0
72369636,A,Motor Vehicle,DAC,,20190620,1358.0,N,Y,0.076,3,0,2,2.0,N,N,Y,37.64187,-84.78242,3.0,2.0,6.0,1.0,1.0,3.0,2.0,Y,1357,1400,N,2019.0,A,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0
72369637,O,Motor Vehicle,Non DAC,,20190620,1159.0,N,N,0.285,0,0,2,2.0,Y,N,Y,37.66097,-84.79558,1.0,0.0,6.0,1.0,1.0,2.0,2.0,N,1139,1142,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72369707,O,Motor Vehicle,DAC,REAR END,20190619,1153.0,N,Y,3.264,0,0,2,2.0,N,N,Y,37.61478,-84.77456,5.0,4.0,6.0,1.0,1.0,3.0,2.0,N,1153,1158,N,2019.0,O,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0
72369708,O,Motor Vehicle,DAC,,20190620,1029.0,N,Y,0.662,0,0,2,2.0,N,N,Y,37.63613,-84.77163,5.0,2.0,6.0,2.0,5.0,6.0,2.0,N,1029,1031,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72369709,O,Motor Vehicle,DAC,,20190621,710.0,N,Y,0.002,0,0,2,2.0,N,N,Y,37.64591,-84.77407,1.0,4.0,6.0,1.0,1.0,2.0,2.0,N,711,712,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72369882,O,Motor Vehicle,Non DAC,,20190620,1721.0,N,N,0.059,0,0,2,2.0,Y,N,Y,37.65283,-84.77814,8.0,0.0,0.0,1.0,1.0,2.0,2.0,N,1721,1725,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
72370057,O,Motor Vehicle,Non DAC,,20190619,1513.0,N,N,13.355,0,0,2,2.0,N,N,Y,37.64274,-84.78956,5.0,2.0,1.0,1.0,1.0,2.0,2.0,N,1513,1520,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72370174,O,Motor Vehicle,Non DAC,,20190622,913.0,N,N,0.048,0,0,1,1.0,N,N,Y,37.65101,-84.77685,9.0,2.0,4.0,1.0,5.0,6.0,2.0,N,913,916,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
72370385,A,Motor Vehicle,Non DAC,,20190620,2309.0,N,Y,3.194,1,0,2,2.0,N,N,Y,37.64854,-84.80316,1.0,4.0,6.0,2.0,1.0,2.0,5.0,Y,2309,2311,N,2019.0,A,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72371402,O,Motor Vehicle,DAC,ANGLE,20190621,1857.0,N,Y,0.403,0,0,2,2.0,N,N,Y,37.61696,-84.78171,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1857,1903,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72371430,O,Motor Vehicle,DAC,REAR END,20190625,1857.0,N,Y,0.0,0,0,2,2.0,N,N,Y,37.61643,-84.77442,5.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1556,1603,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72372070,O,Motor Vehicle,Non DAC,,20190627,902.0,N,Y,12.267,0,0,2,2.0,N,N,Y,37.62902,-84.79768,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,902,910,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72372382,O,Motor Vehicle,DAC,,20190627,1539.0,N,Y,0.001,0,0,2,2.0,N,N,Y,37.63223,-84.75159,1.0,4.0,6.0,1.0,1.0,2.0,2.0,Y,1539,1544,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72372620,O,Motor Vehicle,DAC,,20190628,1229.0,N,Y,4.159,0,0,2,2.0,N,N,Y,37.62765,-84.77475,3.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1229,1233,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72372621,O,Motor Vehicle,Non DAC,,20190628,844.0,N,N,13.198,0,0,2,2.0,N,N,Y,37.6407,-84.79107,8.0,2.0,2.0,1.0,1.0,2.0,2.0,N,844,848,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0
72372775,O,Motor Vehicle,DAC,REAR END,20190628,1510.0,N,N,0.081,0,0,2,2.0,N,N,Y,37.61696,-84.7748,5.0,1.0,3.0,1.0,1.0,2.0,2.0,N,1515,1515,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72372895,C,Motor Vehicle,DAC,ANGLE,20190628,1916.0,N,Y,0.617,3,0,2,2.0,N,N,Y,37.61659,-84.78567,1.0,2.0,6.0,1.0,1.0,2.0,2.0,Y,1916,1921,N,2019.0,C,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72373102,O,Motor Vehicle,DAC,,20190628,1505.0,N,Y,4.333,0,0,2,2.0,N,N,Y,37.63016,-84.77481,5.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1505,1505,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72373325,O,Motor Vehicle,DAC,,20190629,2349.0,N,N,0.108,0,0,2,2.0,Y,N,Y,37.64869,-84.77878,2.0,2.0,3.0,1.0,1.0,2.0,7.0,N,2354,1,N,2019.0,O,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0
72373513,O,Motor Vehicle,DAC,,20190630,1622.0,N,N,4.2,0,0,2,2.0,N,N,Y,37.62823,-84.77474,5.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1622,1622,N,2019.0,O,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
72374529,C,Motor Vehicle,DAC,,20190701,1409.0,N,N,5.117,1,0,2,2.0,N,Y,Y,37.64181,-84.77444,8.0,2.0,4.0,1.0,1.0,2.0,2.0,Y,1409,1415,N,2019.0,C,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0
72374569,O,Motor Vehicle,DAC,SINGLE VEHICLE,20190702,2013.0,N,Y,3.516,0,0,1,1.0,N,N,Y,37.6185,-84.77458,9.0,4.0,6.0,1.0,1.0,2.0,2.0,N,2013,2015,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72375087,O,Motor Vehicle,Non DAC,,20190703,1626.0,N,N,0.0,0,0,2,2.0,N,N,Y,37.66425,-84.74361,5.0,3.0,6.0,1.0,5.0,3.0,2.0,N,1627,1632,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72375661,O,Motor Vehicle,Non DAC,,20190704,2242.0,N,N,0.025,0,0,2,2.0,N,N,Y,37.65834,-84.76906,7.0,2.0,4.0,1.0,1.0,3.0,6.0,N,2244,2255,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72375675,O,Motor Vehicle,DAC,,20190705,1351.0,N,N,4.361,0,0,2,2.0,N,N,Y,37.63114,-84.77489,1.0,2.0,4.0,1.0,1.0,2.0,2.0,N,1352,1352,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72375710,O,Motor Vehicle,DAC,,20190705,1445.0,N,Y,4.209,0,0,2,2.0,N,N,Y,37.62836,-84.77477,8.0,3.0,6.0,1.0,1.0,2.0,2.0,N,1446,1452,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72375748,O,Motor Vehicle,DAC,REAR END,20190704,1648.0,N,Y,0.008,0,0,2,2.0,N,N,Y,37.61747,-84.77753,5.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1648,1654,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72375749,O,Motor Vehicle,DAC,,20190705,1544.0,N,Y,0.078,0,0,2,2.0,N,N,Y,37.64509,-84.77883,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1544,1546,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72375996,O,Motor Vehicle,DAC,SIDESWIPE-SAME DIRECTION,20190706,907.0,N,N,0.361,0,0,2,2.0,N,N,Y,37.61856,-84.76813,8.0,2.0,6.0,1.0,1.0,2.0,2.0,N,908,919,N,2019.0,O,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0
72376819,O,Motor Vehicle,Non DAC,,20190708,1305.0,N,Y,3.744,0,0,2,2.0,N,N,Y,37.65552,-84.79927,1.0,5.0,6.0,2.0,1.0,2.0,2.0,N,1305,1307,N,2019.0,O,0,0,1,0,0,0,1,1,0,1.0,0.0,0.0
72376857,O,Motor Vehicle,Non DAC,,20190707,1605.0,N,Y,1.801,0,0,2,2.0,N,N,Y,37.62899,-84.7976,1.0,4.0,6.0,1.0,1.0,2.0,2.0,N,1605,1610,N,2019.0,O,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0
72376900,O,Motor Vehicle,DAC,ANGLE,20190708,1656.0,N,Y,3.445,0,0,2,2.0,N,N,Y,37.61745,-84.77438,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1658,1658,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72376957,O,Motor Vehicle,Non DAC,,20190708,1911.0,N,Y,2.298,0,0,2,2.0,N,N,Y,37.67735,-84.76406,8.0,1.0,6.0,1.0,1.0,2.0,2.0,N,1911,1920,N,2019.0,O,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0
72377163,O,Motor Vehicle,DAC,ANGLE,20190709,1202.0,N,N,3.607,0,0,2,2.0,N,N,Y,37.61975,-84.77455,1.0,2.0,4.0,1.0,1.0,2.0,2.0,N,1203,1209,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72377242,O,Motor Vehicle,DAC,,20190709,1052.0,N,Y,5.22,0,0,2,2.0,N,N,Y,37.64323,-84.7744,1.0,2.0,4.0,1.0,1.0,2.0,2.0,N,1052,1105,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72377680,O,Motor Vehicle,DAC,,20190710,1210.0,N,N,5.285,0,0,2,2.0,N,Y,Y,37.64416,-84.77419,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1210,1213,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72378022,O,Motor Vehicle,DAC,,20190709,1047.0,N,Y,0.057,0,0,2,2.0,N,Y,Y,37.64668,-84.77237,8.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1047,1053,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72378502,O,Motor Vehicle,DAC,,20190711,2000.0,N,N,5.558,0,0,2,2.0,Y,N,Y,37.64597,-84.77465,7.0,2.0,6.0,1.0,1.0,2.0,9.0,N,950,950,N,2019.0,O,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0
72378650,O,Motor Vehicle,DAC,,20190703,1035.0,N,N,0.003,0,0,2,2.0,N,N,Y,37.62223,-84.77468,1.0,2.0,4.0,1.0,1.0,2.0,2.0,N,1035,1035,N,2019.0,O,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0
72378660,B,Motor Vehicle,Non DAC,,20190712,1545.0,N,N,12.49,1,0,1,1.0,N,N,Y,37.63074,-84.79453,9.0,2.0,3.0,1.0,1.0,2.0,2.0,Y,1548,1552,N,2019.0,B,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72379352,O,Motor Vehicle,DAC,,20190713,1707.0,N,Y,5.392,0,0,2,2.0,N,N,Y,37.64593,-84.77404,1.0,4.0,6.0,1.0,1.0,2.0,2.0,N,1704,1707,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72379461,O,Motor Vehicle,DAC,,20190714,1749.0,N,Y,5.514,0,0,2,2.0,N,N,Y,37.64594,-84.7739,5.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1749,1750,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72379662,O,Motor Vehicle,Non DAC,,20190509,848.0,N,Y,15.529,0,0,2,2.0,N,N,Y,37.66437,-84.74297,5.0,2.0,6.0,1.0,1.0,2.0,2.0,N,853,906,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72379706,O,Motor Vehicle,DAC,,20190714,1051.0,N,Y,5.523,0,0,2,2.0,N,N,Y,37.64593,-84.77403,1.0,6.0,6.0,1.0,1.0,2.0,2.0,N,1053,1054,N,2019.0,O,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72380067,C,Motor Vehicle,DAC,ANGLE,20190714,854.0,N,Y,0.011,1,0,2,2.0,N,N,Y,37.61744,-84.77462,1.0,4.0,6.0,1.0,1.0,2.0,2.0,N,854,858,N,2019.0,C,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
72380209,O,Motor Vehicle,DAC,ANGLE,20190711,1159.0,N,Y,0.001,0,0,2,2.0,Y,N,Y,37.6197,-84.76323,1.0,0.0,6.0,1.0,1.0,2.0,2.0,N,1200,1207,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72381254,O,Motor Vehicle,DAC,REAR END,20190717,1828.0,N,N,3.623,0,0,2,2.0,N,N,Y,37.61997,-84.7745,5.0,5.0,6.0,1.0,1.0,2.0,2.0,N,1829,1832,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72382086,O,Motor Vehicle,DAC,REAR END,20190716,1122.0,N,Y,3.464,0,0,2,2.0,N,N,Y,37.61771,-84.77465,5.0,5.0,6.0,1.0,1.0,2.0,2.0,N,1122,1130,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72382348,O,Motor Vehicle,DAC,,20190720,1458.0,N,N,5.164,0,0,1,1.0,N,Y,Y,37.64257,-84.77434,9.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1458,1458,N,2019.0,O,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0
72382554,O,Motor Vehicle,DAC,,20190721,2224.0,N,Y,6.452,0,0,1,1.0,N,N,Y,37.65323,-84.78306,9.0,2.0,6.0,1.0,1.0,2.0,5.0,N,2240,2245,N,2019.0,O,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0
72382716,B,Motor Vehicle,DAC,,20190717,1200.0,N,Y,0.075,1,0,2,2.0,N,N,Y,37.64497,-84.77603,1.0,3.0,6.0,1.0,5.0,3.0,2.0,N,1202,1203,N,2019.0,B,0,0,1,1,0,0,1,1,0,0.0,0.0,0.0
72383226,O,Motor Vehicle,Non DAC,,20190722,1137.0,N,Y,0.029,0,0,2,2.0,N,N,Y,37.66103,-84.79807,2.0,1.0,5.0,1.0,1.0,2.0,2.0,N,1137,1144,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72383640,A,Motor Vehicle,DAC,,20190723,847.0,N,Y,15.1,6,0,2,2.0,N,N,Y,37.63223,-84.75161,3.0,4.0,6.0,1.0,1.0,2.0,2.0,Y,848,851,N,2019.0,A,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0
72383641,O,Motor Vehicle,DAC,,20190723,949.0,N,Y,0.085,0,0,2,2.0,N,N,Y,37.64061,-84.77297,5.0,2.0,4.0,1.0,1.0,2.0,2.0,N,951,956,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
72383696,O,Motorcyclist,DAC,,20190724,1026.0,N,N,13.617,0,0,2,2.0,Y,N,Y,37.64571,-84.77051,2.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1026,1030,N,2019.0,H,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72383722,O,Motor Vehicle,Non DAC,,20190723,1522.0,N,Y,13.272,0,0,2,2.0,N,N,Y,37.64573,-84.78654,8.0,2.0,1.0,1.0,1.0,2.0,2.0,N,1522,1526,N,2019.0,O,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
72383812,O,Motor Vehicle,DAC,,20190722,1509.0,N,Y,0.007,0,0,2,2.0,N,N,Y,37.64593,-84.7724,8.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1511,1526,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72383913,O,Motor Vehicle,DAC,,20190724,1635.0,N,Y,5.327,0,0,2,2.0,N,N,Y,37.64488,-84.77418,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1635,1639,N,2019.0,O,0,0,1,1,0,0,1,1,0,0.0,0.0,0.0
72384079,O,Motor Vehicle,DAC,,20190725,930.0,N,Y,5.52,0,0,2,2.0,N,N,Y,37.64593,-84.77398,8.0,2.0,6.0,1.0,1.0,2.0,2.0,N,930,935,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72384347,O,Motor Vehicle,DAC,,20190725,1908.0,N,Y,5.398,0,0,2,2.0,N,N,Y,37.64589,-84.77242,1.0,4.0,6.0,1.0,1.0,2.0,2.0,N,1908,1911,N,2019.0,O,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0
72384489,O,Motor Vehicle,Non DAC,,20190726,700.0,N,Y,15.859,0,0,1,1.0,N,N,Y,37.66606,-84.73737,9.0,2.0,3.0,1.0,1.0,2.0,2.0,N,700,705,Y,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72384997,O,Motor Vehicle,DAC,,20190725,1110.0,N,N,4.01,0,0,2,2.0,N,N,Y,37.62551,-84.77471,8.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1110,1112,N,2019.0,O,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0
72387333,O,Motor Vehicle,DAC,,20190801,1230.0,N,N,13.565,0,0,2,2.0,N,N,Y,37.64577,-84.77143,5.0,4.0,6.0,1.0,1.0,2.0,2.0,N,1230,1235,N,2019.0,O,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0
72387430,O,Motor Vehicle,DAC,,20190801,1439.0,N,Y,5.196,0,0,2,2.0,N,Y,Y,37.64289,-84.77432,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1439,1439,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72387588,O,Motor Vehicle,DAC,,20190801,2135.0,N,N,0.105,0,0,2,2.0,N,N,Y,37.64868,-84.77874,2.0,2.0,1.0,1.0,1.0,2.0,7.0,N,2137,2140,N,2019.0,O,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0
72387642,O,Motor Vehicle,Non DAC,,20190801,2332.0,N,N,1.795,0,0,1,1.0,N,N,Y,37.67058,-84.76613,9.0,2.0,3.0,1.0,1.0,2.0,6.0,N,2334,2339,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
