MasterFile,KABCO_Mod,Mode,Disadvantaged Com ID,MannerofCollision_Real,CollisionDate,CollisionTime,ParkingLotIndicator,IntersectionWith_Indicator_,Milepoint,NumberInjured,NumberKilled,ofUnits,ofMotorVeh,Hit&RunIndicator,OneWayIndicator,InCityLimitsIndicator,Latitude,Longitude,MannerofCollisionCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,FirstAidSceneIndicator,TimeNotified,TimeArrived,MedianCros,YR,KABCO,Motorcyclist,CommercialVehicle,YoungDriver,MatureDriver,Pedestrian,Bicyclist,Distracted,agressive,Impaired,Unrestrain,RoadwayDep,MedXover
72301974,O,Motor Vehicle,DAC,,20190111,1340.0,N,N,4.446,0,0,2,2.0,N,N,Y,37.63179,-84.77491,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1342,1349,N,2019.0,O,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0
72302327,O,Motor Vehicle,DAC,,20190113,509.0,N,N,5.346,0,0,2,2.0,N,Y,Y,37.64506,-84.77412,8.0,2.0,6.0,1.0,5.0,6.0,5.0,N,511,516,N,2019.0,O,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0
72302468,O,Motor Vehicle,DAC,,20190107,1843.0,N,Y,0.832,0,0,2,2.0,N,N,Y,37.64895,-84.77218,1.0,2.0,6.0,1.0,1.0,2.0,7.0,N,1843,1847,N,2019.0,O,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0
72302820,O,Motor Vehicle,DAC,ANGLE,20190113,1624.0,N,N,3.624,0,0,2,2.0,Y,N,Y,37.61999,-84.7746,1.0,2.0,6.0,1.0,5.0,6.0,2.0,N,1624,1628,N,2019.0,O,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
72302909,O,Motor Vehicle,DAC,,20190114,1643.0,N,N,0.862,0,0,2,2.0,N,N,Y,37.63313,-84.77222,2.0,1.0,6.0,1.0,5.0,2.0,2.0,N,1643,1649,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72303053,O,Motor Vehicle,DAC,,20190114,636.0,N,N,13.291,0,0,1,1.0,N,N,Y,37.6458,-84.7862,9.0,2.0,4.0,1.0,2.0,2.0,7.0,N,636,643,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
72303253,O,Motor Vehicle,Non DAC,,20190115,1238.0,N,Y,1.778,0,0,2,2.0,N,N,Y,37.62945,-84.79786,8.0,4.0,6.0,1.0,1.0,3.0,2.0,N,1241,1248,N,2019.0,O,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0
72303282,O,Motor Vehicle,Non DAC,,20190115,1355.0,N,Y,12.263,0,0,2,2.0,N,N,Y,37.62898,-84.79762,5.0,2.0,6.0,1.0,1.0,3.0,2.0,N,1355,1400,N,2019.0,O,0,1,1,0,0,0,1,1,0,0.0,0.0,0.0
72304667,O,Motor Vehicle,DAC,,20190118,1937.0,N,Y,0.253,0,0,2,2.0,N,N,Y,37.6497,-84.78265,5.0,2.0,4.0,1.0,1.0,3.0,5.0,N,1927,1937,N,2019.0,O,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0
72304940,O,Motor Vehicle,DAC,REAR END,20190119,1156.0,N,Y,3.255,0,0,2,2.0,N,N,Y,37.61468,-84.77447,5.0,6.0,6.0,1.0,5.0,6.0,2.0,N,1157,1206,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
72305029,O,Motor Vehicle,DAC,REAR END,20190119,1711.0,N,Y,3.255,0,0,2,2.0,N,N,Y,37.61468,-84.77447,5.0,2.0,6.0,1.0,5.0,6.0,2.0,N,1711,1714,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72305470,O,Motor Vehicle,DAC,SIDESWIPE-SAME DIRECTION,20190118,2013.0,N,N,0.323,0,0,2,2.0,Y,N,Y,37.61839,-84.76881,8.0,0.0,6.0,1.0,1.0,2.0,5.0,N,2014,2031,N,2019.0,O,0,0,0,0,0,0,1,1,0,0.0,1.0,0.0
72305697,O,Motor Vehicle,DAC,,20190121,1253.0,N,Y,4.401,0,0,2,2.0,Y,N,Y,37.63115,-84.77483,5.0,2.0,6.0,1.0,4.0,2.0,2.0,N,1255,1300,N,2019.0,O,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
72305710,O,Motor Vehicle,DAC,,20190121,1151.0,N,Y,5.326,0,0,2,2.0,N,Y,Y,37.64488,-84.77417,1.0,2.0,6.0,1.0,1.0,2.0,2.0,N,1151,1155,N,2019.0,O,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
